"Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks","CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Content views","Website content views","Checkouts Initiated","Website checkouts initiated","Adds of payment info","Website adds of payment info","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on ad spend)",Purchases,"Website purchases","Date created","Date last edited",Objective,Bid,"Bid type","Reporting starts","Reporting ends",Starts
AD05_IMG_T1_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD01_IMG_T2_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD05_IMG_T1_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD01_IMG_T2_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD01_IMG_T2_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD07_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD01_IMG_T2_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD05_IMG_T1_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD07_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD09_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD07_Video_T4,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD06_IMG_T4_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD07_Video_T4,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD06_IMG_T4_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD01_IMG_T2_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD01_IMG_T2_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD06_IMG_T4_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD06_IMG_T4_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD07_Video_T4,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD07_Video_T4,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD06_IMG_T4_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD06_IMG_T4_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD06_IMG_T4_Yellow,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
